CustomerID,Total_Sales,Order_Count,Average_Order_Value,Cluster,Cluster Name
CUST0414,35700.0,1,35700.0,0,Occasional / Lower-Value Customers
CUST0415,743567.5,21,35407.97619047619,1,Frequent Customers
CUST0416,86745.0,5,17349.0,0,Occasional / Lower-Value Customers
CUST0417,99500.0,3,33166.666666666664,0,Occasional / Lower-Value Customers
CUST0418,315900.0,6,52650.0,2,High-AOV Customers
CUST0419,76467.5,5,15293.5,0,Occasional / Lower-Value Customers
CUST0420,533760.0,12,44480.0,1,Frequent Customers
CUST0421,219180.0,8,27397.5,0,Occasional / Lower-Value Customers
CUST0422,285145.0,11,25922.272727272728,1,Frequent Customers
CUST0423,380550.0,5,76110.0,2,High-AOV Customers
CUST0424,13905.0,3,4635.0,0,Occasional / Lower-Value Customers
CUST0425,251667.5,10,25166.75,0,Occasional / Lower-Value Customers
CUST0426,252830.0,9,28092.222222222223,0,Occasional / Lower-Value Customers
CUST0427,281725.0,10,28172.5,0,Occasional / Lower-Value Customers
CUST0428,256140.0,6,42690.0,0,Occasional / Lower-Value Customers
CUST0429,34860.0,6,5810.0,0,Occasional / Lower-Value Customers
CUST0430,651350.0,4,162837.5,2,High-AOV Customers
CUST0431,993555.0,18,55197.5,1,Frequent Customers
CUST0432,298512.5,14,21322.321428571428,1,Frequent Customers
CUST0433,26660.0,3,8886.666666666666,0,Occasional / Lower-Value Customers
CUST0434,99585.0,6,16597.5,0,Occasional / Lower-Value Customers
CUST0435,308955.0,7,44136.42857142857,0,Occasional / Lower-Value Customers
CUST0436,183700.0,5,36740.0,0,Occasional / Lower-Value Customers
CUST0437,92647.5,4,23161.875,0,Occasional / Lower-Value Customers
CUST0438,99310.0,5,19862.0,0,Occasional / Lower-Value Customers
CUST0439,126615.0,5,25323.0,0,Occasional / Lower-Value Customers
CUST0440,169605.0,16,10600.3125,1,Frequent Customers
CUST0441,287815.0,14,20558.214285714286,1,Frequent Customers
CUST0442,303572.5,17,17857.20588235294,1,Frequent Customers
CUST0443,402442.5,12,33536.875,1,Frequent Customers
CUST0444,79552.5,7,11364.642857142857,0,Occasional / Lower-Value Customers
CUST0445,55000.0,1,55000.0,0,Occasional / Lower-Value Customers
CUST0447,219317.5,14,15665.535714285714,1,Frequent Customers
CUST0448,43282.5,4,10820.625,0,Occasional / Lower-Value Customers
CUST0449,87365.0,7,12480.714285714286,0,Occasional / Lower-Value Customers
CUST0450,18300.0,2,9150.0,0,Occasional / Lower-Value Customers
CUST0451,146250.0,9,16250.0,0,Occasional / Lower-Value Customers
CUST0452,131180.0,9,14575.555555555555,0,Occasional / Lower-Value Customers
CUST0453,39175.0,4,9793.75,0,Occasional / Lower-Value Customers
CUST0454,156700.0,8,19587.5,0,Occasional / Lower-Value Customers
CUST0455,184295.0,12,15357.916666666666,1,Frequent Customers
CUST0456,273352.5,10,27335.25,0,Occasional / Lower-Value Customers
CUST0457,436597.5,16,27287.34375,1,Frequent Customers
CUST0458,83320.0,4,20830.0,0,Occasional / Lower-Value Customers
CUST0459,179952.5,7,25707.5,0,Occasional / Lower-Value Customers
CUST0460,511875.0,8,63984.375,2,High-AOV Customers
CUST0461,471410.0,8,58926.25,2,High-AOV Customers
CUST0462,94432.5,5,18886.5,0,Occasional / Lower-Value Customers
CUST0463,351490.0,12,29290.833333333332,1,Frequent Customers
CUST0464,44905.0,5,8981.0,0,Occasional / Lower-Value Customers
CUST0465,229917.5,7,32845.357142857145,0,Occasional / Lower-Value Customers
CUST0466,10215.0,4,2553.75,0,Occasional / Lower-Value Customers
CUST0467,48590.0,5,9718.0,0,Occasional / Lower-Value Customers
CUST0468,416107.5,15,27740.5,1,Frequent Customers
CUST0469,356045.0,7,50863.57142857143,2,High-AOV Customers
CUST0470,133750.0,7,19107.14285714286,0,Occasional / Lower-Value Customers
CUST0471,161200.0,4,40300.0,0,Occasional / Lower-Value Customers
CUST0472,83870.0,5,16774.0,0,Occasional / Lower-Value Customers
CUST0473,133152.5,8,16644.0625,0,Occasional / Lower-Value Customers
CUST0474,143260.0,14,10232.857142857143,1,Frequent Customers
CUST0475,394255.0,16,24640.9375,1,Frequent Customers
CUST0476,131725.0,9,14636.111111111111,0,Occasional / Lower-Value Customers
CUST0478,120075.0,6,20012.5,0,Occasional / Lower-Value Customers
CUST0479,184562.5,8,23070.3125,0,Occasional / Lower-Value Customers
CUST0480,94820.0,5,18964.0,0,Occasional / Lower-Value Customers
CUST0481,220642.5,8,27580.3125,0,Occasional / Lower-Value Customers
CUST0482,380435.0,13,29264.23076923077,1,Frequent Customers
CUST0483,592455.0,17,34850.294117647056,1,Frequent Customers
CUST0484,200900.0,4,50225.0,0,Occasional / Lower-Value Customers
CUST0485,263710.0,6,43951.666666666664,0,Occasional / Lower-Value Customers
CUST0486,74680.0,4,18670.0,0,Occasional / Lower-Value Customers
CUST0487,91105.0,6,15184.166666666666,0,Occasional / Lower-Value Customers
CUST0488,68760.0,4,17190.0,0,Occasional / Lower-Value Customers
CUST0489,492955.0,17,28997.352941176472,1,Frequent Customers
CUST0490,41502.5,7,5928.928571428572,0,Occasional / Lower-Value Customers
CUST0491,123845.0,8,15480.625,0,Occasional / Lower-Value Customers
CUST0492,96085.0,5,19217.0,0,Occasional / Lower-Value Customers
CUST0493,21112.5,7,3016.0714285714284,0,Occasional / Lower-Value Customers
CUST0494,27990.0,3,9330.0,0,Occasional / Lower-Value Customers
CUST0495,22000.0,8,2750.0,0,Occasional / Lower-Value Customers
CUST0496,140930.0,4,35232.5,0,Occasional / Lower-Value Customers
CUST0497,108010.0,4,27002.5,0,Occasional / Lower-Value Customers
CUST0498,32030.0,4,8007.5,0,Occasional / Lower-Value Customers
CUST0499,162025.0,6,27004.166666666668,0,Occasional / Lower-Value Customers
CUST0500,98290.0,7,14041.42857142857,0,Occasional / Lower-Value Customers
CUST0501,316060.0,16,19753.75,1,Frequent Customers
CUST0502,215680.0,4,53920.0,2,High-AOV Customers
CUST0503,273195.0,12,22766.25,1,Frequent Customers
CUST0504,100927.5,5,20185.5,0,Occasional / Lower-Value Customers
CUST0505,255032.5,5,51006.5,2,High-AOV Customers
CUST0506,153640.0,3,51213.333333333336,0,Occasional / Lower-Value Customers
CUST0507,153185.0,8,19148.125,0,Occasional / Lower-Value Customers
CUST0508,131380.0,10,13138.0,0,Occasional / Lower-Value Customers
CUST0509,342315.0,10,34231.5,1,Frequent Customers
CUST0510,264485.0,16,16530.3125,1,Frequent Customers
CUST0511,389517.5,9,43279.72222222222,2,High-AOV Customers
CUST0512,32400.0,1,32400.0,0,Occasional / Lower-Value Customers
CUST0513,381915.0,8,47739.375,2,High-AOV Customers
CUST0514,143505.0,5,28701.0,0,Occasional / Lower-Value Customers
CUST0515,195400.0,7,27914.285714285714,0,Occasional / Lower-Value Customers
CUST0516,893750.0,20,44687.5,1,Frequent Customers
CUST0517,60940.0,3,20313.333333333332,0,Occasional / Lower-Value Customers
CUST0518,148720.0,5,29744.0,0,Occasional / Lower-Value Customers
CUST0519,270702.5,11,24609.31818181818,1,Frequent Customers
CUST0520,418157.5,14,29868.39285714286,1,Frequent Customers
CUST0521,366235.0,17,21543.235294117647,1,Frequent Customers
CUST0522,810805.0,16,50675.3125,1,Frequent Customers
CUST0523,198740.0,9,22082.222222222223,0,Occasional / Lower-Value Customers
CUST0524,57420.0,3,19140.0,0,Occasional / Lower-Value Customers
CUST0525,69150.0,6,11525.0,0,Occasional / Lower-Value Customers
CUST0526,91515.0,7,13073.57142857143,0,Occasional / Lower-Value Customers
CUST0527,74110.0,11,6737.272727272727,0,Occasional / Lower-Value Customers
CUST0528,345252.5,19,18171.184210526317,1,Frequent Customers
CUST0529,206045.0,8,25755.625,0,Occasional / Lower-Value Customers
CUST0530,47712.5,7,6816.071428571428,0,Occasional / Lower-Value Customers
CUST0531,489777.5,16,30611.09375,1,Frequent Customers
CUST0532,64367.5,7,9195.357142857143,0,Occasional / Lower-Value Customers
CUST0533,50107.5,5,10021.5,0,Occasional / Lower-Value Customers
CUST0534,23420.0,3,7806.666666666667,0,Occasional / Lower-Value Customers
CUST0535,223685.0,15,14912.333333333334,1,Frequent Customers
CUST0536,302067.5,5,60413.5,2,High-AOV Customers
CUST0537,237980.0,16,14873.75,1,Frequent Customers
CUST0538,173635.0,15,11575.666666666666,1,Frequent Customers
CUST0539,98400.0,4,24600.0,0,Occasional / Lower-Value Customers
CUST0540,264930.0,15,17662.0,1,Frequent Customers
CUST0541,288062.5,8,36007.8125,0,Occasional / Lower-Value Customers
CUST0542,236410.0,12,19700.833333333332,1,Frequent Customers
CUST0543,528475.0,14,37748.21428571428,1,Frequent Customers
CUST0544,116220.0,9,12913.333333333334,0,Occasional / Lower-Value Customers
CUST0545,222915.0,7,31845.0,0,Occasional / Lower-Value Customers
CUST0546,31350.0,1,31350.0,0,Occasional / Lower-Value Customers
CUST0547,70400.0,4,17600.0,0,Occasional / Lower-Value Customers
CUST0548,173125.0,7,24732.14285714286,0,Occasional / Lower-Value Customers
CUST0549,44597.5,8,5574.6875,0,Occasional / Lower-Value Customers
CUST0550,83210.0,6,13868.333333333334,0,Occasional / Lower-Value Customers
CUST0551,237440.0,6,39573.333333333336,0,Occasional / Lower-Value Customers
CUST0552,341550.0,7,48792.857142857145,2,High-AOV Customers
CUST0553,714385.0,20,35719.25,1,Frequent Customers
CUST0554,41790.0,4,10447.5,0,Occasional / Lower-Value Customers
CUST0555,313500.0,11,28500.0,1,Frequent Customers
CUST0556,240385.0,14,17170.35714285714,1,Frequent Customers
CUST0557,317615.0,9,35290.555555555555,0,Occasional / Lower-Value Customers
CUST0558,31220.0,4,7805.0,0,Occasional / Lower-Value Customers
CUST0559,143137.5,7,20448.214285714286,0,Occasional / Lower-Value Customers
CUST0560,247370.0,12,20614.166666666668,1,Frequent Customers
CUST0561,140555.0,9,15617.222222222223,0,Occasional / Lower-Value Customers
CUST0562,88980.0,7,12711.42857142857,0,Occasional / Lower-Value Customers
CUST0563,135545.0,6,22590.833333333332,0,Occasional / Lower-Value Customers
CUST0564,101480.0,6,16913.333333333332,0,Occasional / Lower-Value Customers
CUST0565,716605.0,14,51186.07142857143,1,Frequent Customers
CUST0566,273565.0,4,68391.25,2,High-AOV Customers
CUST0567,519370.0,6,86561.66666666667,2,High-AOV Customers
CUST0568,55550.0,4,13887.5,0,Occasional / Lower-Value Customers
CUST0569,175690.0,8,21961.25,0,Occasional / Lower-Value Customers
CUST0570,233615.0,6,38935.833333333336,0,Occasional / Lower-Value Customers
CUST0571,99730.0,3,33243.333333333336,0,Occasional / Lower-Value Customers
CUST0572,385287.5,7,55041.07142857143,2,High-AOV Customers
CUST0573,165120.0,13,12701.538461538461,1,Frequent Customers
CUST0574,441400.0,9,49044.444444444445,2,High-AOV Customers
CUST0575,47950.0,2,23975.0,0,Occasional / Lower-Value Customers
CUST0576,185730.0,11,16884.545454545456,1,Frequent Customers
CUST0577,217675.0,9,24186.11111111111,0,Occasional / Lower-Value Customers
CUST0578,64215.0,3,21405.0,0,Occasional / Lower-Value Customers
CUST0579,161935.0,7,23133.571428571428,0,Occasional / Lower-Value Customers
CUST0580,93210.0,6,15535.0,0,Occasional / Lower-Value Customers
CUST0581,447655.0,14,31975.35714285714,1,Frequent Customers
CUST0582,40105.0,4,10026.25,0,Occasional / Lower-Value Customers
CUST0583,436290.0,12,36357.5,1,Frequent Customers
CUST0584,65040.0,4,16260.0,0,Occasional / Lower-Value Customers
CUST0585,558960.0,16,34935.0,1,Frequent Customers
CUST0586,311597.5,14,22256.964285714286,1,Frequent Customers
CUST0587,183870.0,8,22983.75,0,Occasional / Lower-Value Customers
CUST0588,53732.5,3,17910.833333333332,0,Occasional / Lower-Value Customers
CUST0589,157077.5,9,17453.055555555555,0,Occasional / Lower-Value Customers
CUST0590,196665.0,7,28095.0,0,Occasional / Lower-Value Customers
CUST0591,5325.0,2,2662.5,0,Occasional / Lower-Value Customers
CUST0592,120615.0,5,24123.0,0,Occasional / Lower-Value Customers
CUST0593,133860.0,4,33465.0,0,Occasional / Lower-Value Customers
CUST0594,445705.0,13,34285.0,1,Frequent Customers
CUST0595,68180.0,4,17045.0,0,Occasional / Lower-Value Customers
CUST0596,519625.0,13,39971.153846153844,1,Frequent Customers
CUST0597,243922.5,14,17423.035714285714,1,Frequent Customers
CUST0598,405635.0,13,31202.69230769231,1,Frequent Customers
CUST0599,452420.0,20,22621.0,1,Frequent Customers
CUST0600,171470.0,8,21433.75,0,Occasional / Lower-Value Customers
